2025-01-01T00:00,Societe,,SG,,9370.48,USD,10691.6,MAD,SEPA,usd:profitable
2025-01-01T00:02,Societe,,BMCE,,9721.72,MAD,7919.03,EUR,SEPA,mad:no-profitable
2025-01-01T00:03,Societe,,SG,,1235.4,USD,1451.98,MAD,SWIFT,usd:profitable
2025-01-01T00:04,Societe,,BNP,,14292.9,MAD,13180.56,MAD,SWIFT,mad:profitable
2025-01-01T00:05,Societe,,BMCE,,9375.67,EUR,9019.43,USD,CASH,eur:profitable
2025-01-01T00:06,Societe,,BNP,,6989.05,EUR,7125.21,USD,SWIFT,eur:profitable
2025-01-01T00:07,Societe,,BMCE,,1762.7,MAD,2091.82,USD,SEPA,mad:no-profitable
2025-01-01T00:08,Societe,,BNP,,10543.06,MAD,9154.15,MAD,SEPA,mad:profitable
2025-01-01T00:09,Societe,,SG,,3781.03,USD,3997.84,MAD,SEPA,usd:profitable
2025-01-01T00:10,Societe,,BMCE,,8738.96,MAD,10108.64,EUR,SWIFT,mad:no-profitable
2025-01-01T00:11,Societe,,BMCE,,5744.57,MAD,5240.51,MAD,CASH,mad:profitable
2025-01-01T00:12,Societe,,BNP,,7867.76,EUR,6498.27,EUR,SEPA,eur:profitable
2025-01-01T00:13,Societe,,CIH,,8879.26,USD,9643.97,EUR,SWIFT,usd:no-profitable
2025-01-01T00:15,Societe,,CIH,,382.51,MAD,332.09,EUR,SWIFT,mad:no-profitable
2025-01-01T00:16,Societe,,BNP,,5137.18,EUR,5192.6,EUR,SWIFT,eur:no-profitable
2025-01-01T00:17,Societe,,BMCE,,9497.21,USD,8947.81,MAD,SEPA,usd:profitable
2025-01-01T00:19,Societe,,BP,,5468.45,USD,6205.26,USD,SEPA,usd:no-profitable
2025-01-01T00:20,Societe,,CIH,,1139.17,EUR,940.61,EUR,SEPA,eur:profitable
2025-01-01T00:21,Societe,,BP,,9636.7,USD,8412.35,USD,CASH,usd:profitable
2025-01-01T00:23,Societe,,BNP,,7259.48,MAD,7858.62,EUR,SEPA,mad:no-profitable
2025-01-01T00:24,Societe,,BMCE,,9120.25,MAD,10280.67,MAD,SWIFT,mad:no-profitable
2025-01-01T00:25,Societe,,BP,,1825.81,MAD,1958.68,EUR,SWIFT,mad:no-profitable
2025-01-01T00:27,Societe,,BP,,4029.56,USD,4008.58,EUR,SEPA,usd:no-profitable
2025-01-01T00:28,Societe,,BP,,7453.68,EUR,7442.95,EUR,CASH,eur:profitable
2025-01-01T00:29,Societe,,CIH,,7516.3,EUR,8306.17,EUR,CASH,eur:no-profitable
2025-01-01T00:30,Societe,,SG,,1627.87,EUR,1466.72,EUR,CASH,eur:profitable
2025-01-01T00:31,Societe,,CIH,,2820.44,USD,3292.72,EUR,SWIFT,usd:no-profitable
2025-01-01T00:32,Societe,,BMCE,,6033.04,EUR,6314.61,USD,SWIFT,eur:profitable
2025-01-01T00:33,Societe,,BP,,2316.67,USD,2759.33,USD,SEPA,usd:no-profitable
2025-01-01T00:35,Societe,,SG,,4965.52,USD,5156.02,EUR,SWIFT,usd:no-profitable
2025-01-01T00:38,Societe,,SG,,2350.27,EUR,2322.36,MAD,SWIFT,eur:profitable
2025-01-01T00:39,Societe,,BP,,13483.42,MAD,11176.04,USD,CASH,mad:no-profitable
2025-01-01T00:40,Societe,,SG,,2209.43,MAD,1871.12,MAD,CASH,mad:profitable
2025-01-01T00:41,Societe,,CIH,,5727.52,MAD,4805.18,MAD,SEPA,mad:profitable
2025-01-01T00:42,Societe,,BP,,4290.23,EUR,3893.12,EUR,CASH,eur:profitable
2025-01-01T00:43,Societe,,BNP,,6625.9,MAD,6859.08,MAD,SEPA,mad:no-profitable
2025-01-01T00:46,Societe,,SG,,6702.12,EUR,7731.96,MAD,SWIFT,eur:profitable
2025-01-01T00:47,Societe,,BP,,9698.45,MAD,10901.04,EUR,SEPA,mad:no-profitable
2025-01-01T00:48,Societe,,CIH,,8511.05,MAD,8519.55,USD,SEPA,mad:no-profitable
2025-01-01T00:49,Societe,,BMCE,,9203.36,MAD,10137.91,USD,SWIFT,mad:no-profitable
2025-01-01T00:50,Societe,,BNP,,5129.32,USD,5124.3,USD,CASH,usd:profitable
2025-01-01T00:51,Societe,,SG,,8310.27,USD,8495.63,EUR,CASH,usd:no-profitable
2025-01-01T00:52,Societe,,BP,,14871.0,MAD,16662.81,USD,CASH,mad:no-profitable
2025-01-01T00:54,Societe,,BMCE,,11874.45,USD,11241.53,MAD,SWIFT,usd:profitable
2025-01-01T00:55,Societe,,BMCE,,2099.79,MAD,2143.69,EUR,SEPA,mad:no-profitable
2025-01-01T00:56,Societe,,SG,,13252.47,MAD,12795.44,USD,CASH,mad:no-profitable
2025-01-01T00:57,Societe,,SG,,3880.23,EUR,4268.65,EUR,SWIFT,eur:no-profitable
2025-01-01T00:58,Societe,,BNP,,5367.09,EUR,6432.77,EUR,CASH,eur:no-profitable
2025-01-01T00:59,Societe,,BP,,11602.09,USD,9499.03,USD,SWIFT,usd:profitable
2025-01-01T01:00,Societe,,BNP,,4529.41,USD,4172.11,EUR,CASH,usd:no-profitable
2025-01-01T01:01,Societe,,SG,,8415.84,EUR,7252.4,MAD,SEPA,eur:profitable
2025-01-01T01:02,Societe,,SG,,4085.97,MAD,3420.03,USD,SEPA,mad:no-profitable
2025-01-01T01:03,Societe,,CIH,,7407.68,EUR,6652.91,MAD,CASH,eur:profitable
2025-01-01T01:04,Societe,,BNP,,7947.68,MAD,7593.92,MAD,SEPA,mad:profitable
2025-01-01T01:05,Societe,,BMCE,,14523.19,MAD,14115.92,EUR,SEPA,mad:no-profitable
2025-01-01T01:06,Societe,,CIH,,3099.19,EUR,3640.19,MAD,SWIFT,eur:profitable
2025-01-01T01:08,Societe,,BNP,,8982.54,MAD,7580.6,USD,SEPA,mad:no-profitable
2025-01-01T01:09,Societe,,CIH,,5533.69,EUR,5633.07,EUR,SEPA,eur:no-profitable
2025-01-01T01:10,Societe,,BMCE,,5600.09,MAD,6678.34,EUR,SEPA,mad:no-profitable
2025-01-01T01:11,Societe,,BNP,,1409.06,EUR,1349.57,EUR,SWIFT,eur:profitable
2025-01-01T01:12,Societe,,BNP,,11943.77,MAD,11923.01,USD,SEPA,mad:no-profitable
2025-01-01T01:13,Societe,,BP,,11360.27,USD,12468.21,MAD,CASH,usd:profitable
2025-01-01T01:14,Societe,,BP,,164.78,USD,155.4,MAD,CASH,usd:profitable
2025-01-01T01:15,Societe,,BP,,4323.96,MAD,4438.78,EUR,SEPA,mad:no-profitable
2025-01-01T01:16,Societe,,BMCE,,4514.81,USD,3924.0,MAD,CASH,usd:profitable
2025-01-01T01:17,Societe,,SG,,7257.96,MAD,5934.37,EUR,SWIFT,mad:no-profitable
2025-01-01T01:18,Societe,,BMCE,,1836.76,USD,1602.5,EUR,CASH,usd:profitable
2025-01-01T01:19,Societe,,BMCE,,1926.2,USD,1672.52,EUR,SWIFT,usd:profitable
2025-01-01T01:20,Societe,,CIH,,729.0,EUR,740.13,USD,SWIFT,eur:profitable
2025-01-01T01:21,Societe,,BP,,3477.75,MAD,2800.33,MAD,CASH,mad:profitable
2025-01-01T01:22,Societe,,CIH,,1999.91,MAD,2117.66,USD,CASH,mad:no-profitable
2025-01-01T01:23,Societe,,BNP,,4053.66,MAD,3938.31,USD,SWIFT,mad:no-profitable
2025-01-01T01:24,Societe,,BNP,,2611.18,MAD,2510.99,USD,SEPA,mad:no-profitable
2025-01-01T01:25,Societe,,SG,,6761.85,USD,5419.8,MAD,SEPA,usd:profitable
2025-01-01T01:26,Societe,,BNP,,4910.42,MAD,4007.29,EUR,SEPA,mad:no-profitable
2025-01-01T01:27,Societe,,CIH,,8780.27,USD,7610.05,MAD,SEPA,usd:profitable
2025-01-01T01:28,Societe,,BP,,5040.92,USD,5620.06,EUR,SEPA,usd:no-profitable
2025-01-01T01:29,Societe,,CIH,,7142.15,EUR,7453.62,USD,SWIFT,eur:profitable
2025-01-01T01:30,Societe,,CIH,,3701.06,MAD,3259.64,USD,SEPA,mad:no-profitable
2025-01-01T01:31,Societe,,BNP,,5699.94,USD,5658.76,MAD,CASH,usd:profitable
2025-01-01T01:32,Societe,,BNP,,4698.29,EUR,5040.7,USD,SEPA,eur:profitable
2025-01-01T01:33,Societe,,BMCE,,8141.53,MAD,9718.99,MAD,SWIFT,mad:no-profitable
2025-01-01T01:35,Societe,,SG,,12136.07,MAD,10075.68,EUR,SEPA,mad:no-profitable
2025-01-01T01:36,Societe,,BP,,2619.13,USD,2498.83,EUR,SWIFT,usd:no-profitable
2025-01-01T01:37,Societe,,CIH,,1639.06,USD,1576.47,EUR,CASH,usd:no-profitable
2025-01-01T01:38,Societe,,SG,,8487.0,MAD,7289.33,USD,CASH,mad:no-profitable
2025-01-01T01:39,Societe,,BMCE,,10429.54,MAD,10064.04,MAD,SEPA,mad:profitable
2025-01-01T01:41,Societe,,BP,,1879.68,MAD,2234.55,EUR,SWIFT,mad:no-profitable
2025-01-01T01:42,Societe,,CIH,,1495.4,EUR,1406.63,EUR,SWIFT,eur:profitable
2025-01-01T01:44,Societe,,BMCE,,1952.0,USD,2242.51,EUR,CASH,usd:no-profitable
